season,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicates
2018-2019,Victor Moses,Victor Moses,100,2.0,,
2018-2019,Victor Wanyama,Victor Wanyama,100,24.0,,
2018-2019,,Viktor Gyokeres,,0.0,,
2018-2019,Vincent Janssen,Vincent Janssen,100,3.0,,
2018-2019,Vincent Kompany,Vincent Kompany,100,58.0,,
2018-2019,Virgil van Dijk,Virgil van Dijk,100,208.0,,
2018-2019,Víctor Camarasa,Víctor Camarasa,100,106.0,,
2018-2019,Wayne Hennessey,Wayne Hennessey,100,67.0,,
2018-2019,Wes Morgan,Wes Morgan,100,76.0,,
2018-2019,Wesley Hoedt,Wesley Hoedt,100,29.0,,
2018-2019,Wilfred Ndidi,Wilfred Ndidi,100,89.0,,
2018-2019,Wilfried Zaha,Wilfried Zaha,100,143.0,,
2018-2019,Will Hughes,Will Hughes,100,87.0,,
2018-2019,Will Norris,Will Norris,100,1.0,,
2018-2019,Willian,Willian Borges Da Silva,90,108.0,,
2018-2019,Willy Boly,Willy Boly,100,120.0,,
2018-2019,Willy Caballero,Willy Caballero,100,13.0,,
2018-2019,,Winston Reid,,0.0,,
2018-2019,Xherdan Shaqiri,Xherdan Shaqiri,100,88.0,,
2018-2019,Yan Valery,Yan Valery,100,54.0,,
2018-2019,,Yannick Bolasie,,0.0,,
2018-2019,Yerry Mina,Yerry Mina,100,36.0,,
2018-2019,,Yohan Benalouane,,0.0,,
2018-2019,Yoshinori Mutō,Yoshinori Muto,93,24.0,,
2018-2019,,Younes Kaboul,,0.0,,
2018-2019,Youri Tielemans,Youri Tielemans,100,63.0,,
2018-2019,Yves Bissouma,Yves Bissouma,100,43.0,,
2018-2019,,Zech Medley,,0.0,,
2018-2019,,Zeze Steven Sessegnon,,0.0,,
2018-2019,Álvaro Morata,Álvaro Morata,100,46.0,,
2018-2019,Çağlar Söyüncü,Çaglar Söyüncü,93,9.0,,
2019-2020,Aaron Connolly,Aaron Connolly,100,61.0,,
2019-2020,Aaron Cresswell,Aaron Cresswell,100,79.0,,
2019-2020,Aaron Lennon,Aaron Lennon,100,15.0,,
2019-2020,Aaron Mooy,Aaron Mooy,100,80.0,,
2019-2020,Aaron Ramsdale,Aaron Ramsdale,100,126.0,,
2019-2020,Aaron Wan-Bissaka,Aaron Wan-Bissaka,100,127.0,,
2019-2020,,Abd-Al-Ali Morakinyo Olaposi Koiki,,0.0,,
2019-2020,Abdoulaye Doucouré,Abdoulaye Doucouré,100,113.0,,
2019-2020,,Adalberto Peñaranda,,0.0,,
2019-2020,Adam Idah,Adam Idah,100,13.0,,
2019-2020,Adam Lallana,Adam Lallana,100,27.0,,
2019-2020,Adam Masina,Adam Masina,100,66.0,,
2019-2020,Adam Smith,Adam Smith,100,49.0,,
2019-2020,Adam Webster,Adam Webster,100,88.0,,
2019-2020,Adama Traoré,Adama Traoré,100,130.0,,
2019-2020,,Addji Keaninkin Marc-Israel Guehi,,0.0,,
2019-2020,,Ademola Lookman,,0.0,,
2019-2020,Adrian Mariappa,Adrian Mariappa,100,26.0,,
2019-2020,Adrián,Adrián San Miguel del Castillo,100,27.0,,
2019-2020,Ahmed Elmohamady,Ahmed El Mohamady,97,39.0,,
2019-2020,Ainsley Maitland-Niles,Ainsley Maitland-Niles,100,41.0,,
2019-2020,Akin Famewo,Akin Famewo,100,1.0,,
2019-2020,Albian Ajeti,Albian Ajeti,100,9.0,,
2019-2020,,Alex Cochrane,,0.0,,
2019-2020,Alex Iwobi,Alex Iwobi,100,52.0,,
2019-2020,Alex McCarthy,Alex McCarthy,100,104.0,,
2019-2020,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,100,76.0,,
2019-2020,Alexander Tettey,Alexander Tettey,100,67.0,,
2019-2020,,Alexandre Jankewitz,,0.0,,
2019-2020,Alexandre Lacazette,Alexandre Lacazette,100,118.0,,
2019-2020,,Alexandre Nascimento Costa Silva,,0.0,,
2019-2020,Alexis Mac Allister,Alexis Mac Allister,100,12.0,,
2019-2020,,Alexis Sánchez,,0.0,,
2019-2020,,Alfie Lewis,,0.0,,
2019-2020,,Alfie Whiteman,,0.0,,
2019-2020,Alireza Jahanbakhsh,Alireza Jahanbakhsh,100,28.0,,
2019-2020,Alisson,Alisson Ramses Becker,90,122.0,,
2019-2020,Allan Saint-Maximin,Allan Saint-Maximin,100,92.0,,
2019-2020,Andre Gray,Andre Gray,100,39.0,,
2019-2020,,Andre Green,,0.0,,
2019-2020,Andreas Christensen,Andreas Christensen,100,34.0,,
2019-2020,Andreas Pereira,Andreas Pereira,100,60.0,,
2019-2020,Andrew Robertson,Andrew Robertson,100,181.0,,
2019-2020,Andrew Surman,Andrew Surman,100,6.0,,
2019-2020,Andriy Yarmolenko,Andriy Yarmolenko,100,70.0,,
2019-2020,Andros Townsend,Andros Townsend,100,48.0,,
2019-2020,André Gomes,André Filipe Tavares Gomes,86,39.0,True,
2019-2020,Andy Carroll,Andy Carroll,100,34.0,,
2019-2020,,Andy King,,0.0,,
2019-2020,,Andy Lonergan,,0.0,,
2019-2020,Angel Gomes,Angel Gomes,100,2.0,,
2019-2020,Angelo Ogbonna,Angelo Ogbonna,100,81.0,,
2019-2020,Angus Gunn,Angus Gunn,100,29.0,,
2019-2020,,Anthony Driscoll-Glennon,,0.0,,
2019-2020,Anthony Gordon,Anthony Gordon,100,17.0,,
2019-2020,,Anthony Knockaert,,0.0,,
2019-2020,Anthony Martial,Anthony Martial,100,200.0,,
2019-2020,Antonio Rüdiger,Antonio Rüdiger,100,63.0,,
2019-2020,Anwar El Ghazi,Anwar El Ghazi,100,93.0,,
2019-2020,,Archie Mair,,0.0,,
2019-2020,Armando Broja,Armando Broja,100,1.0,,
2019-2020,Arnaut Groeneveld,Arnaut Danjuma Groeneveld,95,24.0,,True
2019-2020,Arnaut Danjuma,Arnaut Danjuma Groeneveld,90,24.0,,True
2019-2020,Arthur Masuaku,Arthur Masuaku,100,26.0,,
2019-2020,,Artur Boruc,,0.0,,
2019-2020,Ashley Barnes,Ashley Barnes,100,61.0,,
2019-2020,Ashley Westwood,Ashley Westwood,100,118.0,,
2019-2020,Ashley Young,Ashley Young,100,24.0,,
2019-2020,,Asmir Begovic,,0.0,,
2019-2020,Axel Tuanzebe,Axel Tuanzebe,100,7.0,,
2019-2020,Aymeric Laporte,Aymeric Laporte,100,63.0,,
2019-2020,,Ayotomiwa Dele-Bashiru,,0.0,,
2019-2020,Ayoze Pérez,Ayoze Pérez,100,129.0,,
2019-2020,,Bailey Peacock-Farrell,,0.0,,
2019-2020,Ben Chilwell,Ben Chilwell,100,114.0,,
2019-2020,Ben Davies,Ben Davies,100,41.0,,
2019-2020,Ben Foster,Ben Foster,100,137.0,,
2019-2020,,Ben Gibson,,0.0,,
2019-2020,Ben Godfrey,Ben Godfrey,100,38.0,,
2019-2020,Ben Johnson,Ben Johnson,100,6.0,,
2019-2020,Ben Mee,Ben Mee,100,110.0,,
2019-2020,Ben Osborn,Ben Osborn,100,19.0,,
2019-2020,,Beni Baningime,,0.0,,
2019-2020,Benjamin Mendy,Benjamin Mendy,100,74.0,,
2019-2020,,Beram Kayal,,0.0,,
2019-2020,Bernard,Bernard Anício Caldeira Duarte,90,72.0,,
2019-2020,,Bernard Ashley-Seal,,0.0,,
2019-2020,,Bernardo Costa Da Rosa,,0.0,,
2019-2020,Bernardo,Bernardo Fernandes da Silva Junior,100,21.0,,
2019-2020,Bernardo Silva,Bernardo Veiga de Carvalho e Silva,100,116.0,,
2019-2020,Bernd Leno,Bernd Leno,100,114.0,,
2019-2020,Billy Gilmour,Billy Gilmour,100,9.0,,
2019-2020,Billy Sharp,Billy Sharp,100,57.0,,
2019-2020,,Birkir Bjarnason,,0.0,,
2019-2020,Björn Engels,Bjorn Engels,92,42.0,,
2019-2020,,Bobby Thomas,,0.0,,
2019-2020,Borja Bastón,Borja González Tomás,86,2.0,True,
2019-2020,,Brandon Austin,,0.0,,
2019-2020,Brandon Pierrick,Brandon Pierrick,100,2.0,,
2019-2020,Brandon Williams,Brandon Williams,100,51.0,,
2019-2020,Bruno Jordão,Bruno André Cavaco Jordao,86,1.0,True,
2019-2020,Bruno Fernandes,Bruno Borges Fernandes,100,117.0,,
2019-2020,Bukayo Saka,Bukayo Saka,100,71.0,,
2019-2020,Callum Hudson-Odoi,Callum Hudson-Odoi,100,53.0,,
2019-2020,Callum Robinson,Callum Robinson,100,33.0,,
2019-2020,,Callum Slattery,,0.0,,
2019-2020,Callum Wilson,Callum Wilson,100,116.0,,
2019-2020,Calum Chambers,Calum Chambers,100,42.0,,
2019-2020,,Caoimhin Kelleher,,0.0,,
2019-2020,,Carl Jenkinson,,0.0,,
2019-2020,Carlos Sánchez,Carlos Sánchez,100,7.0,,
2019-2020,Cenk Tosun,Cenk Tosun,100,24.0,,
2019-2020,,Charlie Austin,,0.0,,
2019-2020,Charlie Daniels,Charlie Daniels,100,3.0,,
2019-2020,Charlie Taylor,Charlie Taylor,100,84.0,,
2019-2020,Che Adams,Che Adams,100,78.0,,
2019-2020,Cheikhou Kouyaté,Cheikhou Kouyaté,100,85.0,,
2019-2020,Chris Basham,Chris Basham,100,123.0,,
2019-2020,Chris Mepham,Chris Mepham,100,27.0,,
2019-2020,,Chris Smalling,,0.0,,
2019-2020,Chris Wood,Chris Wood,100,136.0,,
2019-2020,Christian Atsu,Christian Atsu,100,37.0,,
2019-2020,Christian Benteke,Christian Benteke,100,42.0,,
2019-2020,Christian Eriksen,Christian Eriksen,100,48.0,,
2019-2020,Christian Fuchs,Christian Fuchs,100,26.0,,
2019-2020,Christian Kabasele,Christian Kabasele,100,73.0,,
2019-2020,Christian Pulisic,Christian Pulisic,100,127.0,,
2019-2020,,Christian Saydee,,0.0,,
2019-2020,Christoph Zimmermann,Christoph Zimmermann,100,35.0,,
2019-2020,Ciaran Clark,Ciaran Clark,100,49.0,,
2019-2020,Claudio Bravo,Claudio Bravo,100,11.0,,
2019-2020,,Cole Palmer,,0.0,,
2019-2020,Connor Wickham,Connor Wickham,100,15.0,,
2019-2020,Conor Coady,Conor Coady,100,118.0,,
2019-2020,,Conor Coventry,,0.0,,
2019-2020,Conor Hourihane,Conor Hourihane,100,83.0,,
2019-2020,Craig Cathcart,Craig Cathcart,100,77.0,,
2019-2020,Craig Dawson,Craig Dawson,100,61.0,,
2019-2020,Curtis Jones,Curtis Jones,100,13.0,,
2019-2020,Cédric Soares,Cédric Soares,100,61.0,,
2019-2020,César Azpilicueta,César Azpilicueta,100,130.0,,
2019-2020,Dale Stephens,Dale Stephens,100,63.0,,
2019-2020,Dan Burn,Dan Burn,100,86.0,,
2019-2020,Dan Gosling,Dan Gosling,100,54.0,,
2019-2020,,Daniel Adshead,,0.0,,
2019-2020,,Daniel Amartey,,0.0,,
2019-2020,Daniel Podence,Daniel Castelo Podence,86,25.0,True,
2019-2020,Dani Ceballos,Daniel Ceballos Fernández,86,57.0,True,
2019-2020,Danny Drinkwater,Daniel Drinkwater,100,6.0,,
2019-2020,Daniel James,Daniel James,100,95.0,,
2019-2020,,Daniel N'Lundulu,,0.0,,
2019-2020,,Danilo Luiz da Silva,,0.0,,
2019-2020,Danny Ings,Danny Ings,100,198.0,,
2019-2020,Danny Rose,Danny Rose,100,47.0,,
2019-2020,,Danny Ward,,0.0,,
2019-2020,Danny Welbeck,Danny Welbeck,100,39.0,,
2019-2020,,Darnell Johnson,,0.0,,
2019-2020,Darren Randolph,Darren Randolph,100,3.0,,
2019-2020,Daryl Janmaat,Daryl Janmaat,100,36.0,,
2019-2020,David Brooks,David Brooks,100,21.0,,
2019-2020,,David Button,,0.0,,
2019-2020,David Luiz,David Luiz Moreira Marinho,90,94.0,,
2019-2020,David Martin,David Martin,100,20.0,,
2019-2020,David McGoldrick,David McGoldrick,100,65.0,,
2019-2020,David Silva,David Silva,100,139.0,,
2019-2020,David de Gea,David de Gea,100,143.0,,
2019-2020,,Davide Zappacosta,,0.0,,
2019-2020,Davinson Sánchez,Davinson Sánchez,100,64.0,,
2019-2020,Davy Pröpper,Davy Pröpper,100,78.0,,
2019-2020,DeAndre Yedlin,DeAndre Yedlin,100,26.0,,
2019-2020,Dean Henderson,Dean Henderson,100,160.0,,
2019-2020,Declan Rice,Declan Rice,100,105.0,,
2019-2020,Dejan Lovren,Dejan Lovren,100,18.0,,
2019-2020,Dele Alli,Dele Alli,100,117.0,,
2019-2020,Demarai Gray,Demarai Gray,100,44.0,,
2019-2020,,Dennis Cirkin,,0.0,,
2019-2020,Dennis Praet,Dennis Praet,100,54.0,,
2019-2020,Dennis Srbeny,Dennis Srbeny,100,13.0,,
2019-2020,Diego Rico,Diego Rico,100,84.0,,
2019-2020,Dimitri Foulquier,Dimitri Foulquier,100,1.0,,
2019-2020,Diogo Jota,Diogo Teixeira da Silva,100,105.0,,
2019-2020,Divock Origi,Divock Origi,100,65.0,,
2019-2020,Djibril Sidibé,Djibril Sidibé,100,74.0,,
2019-2020,Domingos Quina,Domingos Quina,100,4.0,,
2019-2020,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100,126.0,,
2019-2020,Dominic Solanke,Dominic Solanke,100,69.0,,
2019-2020,Douglas Luiz,Douglas Luiz Soares de Paulo,90,90.0,,
2019-2020,Dwight Gayle,Dwight Gayle,100,58.0,,
2019-2020,Dwight McNeil,Dwight McNeil,100,123.0,,
2019-2020,Ederson,Ederson Santana de Moraes,90,133.0,,
2019-2020,Eddie Nketiah,Edward Nketiah,81,25.0,True,
2019-2020,,Eldin Jakupovic,,0.0,,
2019-2020,,Ellis Simms,,0.0,,
2019-2020,Emerson Palmieri,Emerson Palmieri dos Santos,90,19.0,,
2019-2020,Emil Krafth,Emil Krafth,100,37.0,,
2019-2020,Emile Smith Rowe,Emile Smith Rowe,100,4.0,,
2019-2020,Emi Buendía,Emiliano Buendía,81,94.0,True,
2019-2020,Emiliano Martínez,Emiliano Martínez,100,33.0,,
2019-2020,Enda Stevens,Enda Stevens,100,142.0,,
2019-2020,Eric Bailly,Eric Bailly,100,9.0,,
2019-2020,Eric Dier,Eric Dier,100,36.0,,
2019-2020,Eric García,Eric Garcia,91,38.0,,
2019-2020,Érik Lamela,Erik Lamela,91,65.0,,
2019-2020,Erik Pieters,Erik Pieters,100,77.0,,
2019-2020,,Ethan Ampadu,,0.0,,
2019-2020,Étienne Capoue,Etienne Capoue,93,78.0,,
2019-2020,Ezequiel Schelotto,Ezequiel Schelotto,100,9.0,,
2019-2020,Ezri Konsa,Ezri Konsa Ngoyo,90,65.0,,
2019-2020,Fabian Delph,Fabian Delph,100,24.0,,
2019-2020,Fabian Schär,Fabian Schär,100,55.0,,
2019-2020,Fabinho,Fabio Henrique Tavares,100,77.0,,
2019-2020,Fabián Balbuena,Fabián Balbuena,100,40.0,,
2019-2020,Faustino Anjorin,Faustino Anjorin,100,1.0,,
2019-2020,Federico Fernández,Federico Fernández,100,102.0,,
2019-2020,Felipe Anderson,Felipe Anderson Pereira Gomes,90,66.0,,
2019-2020,Fernandinho,Fernando Luiz Rosa,100,55.0,,
2019-2020,Fikayo Tomori,Fikayo Tomori,100,48.0,,
2019-2020,,Filip Benkovic,,0.0,,
2019-2020,Florian Lejeune,Florian Lejeune,100,24.0,,
2019-2020,Florin Andone,Florin Andone,100,5.0,,
2019-2020,Kiko Femenía,Francisco Femenía Far,86,54.0,True,
2019-2020,,Fraser Forster,,0.0,,
2019-2020,,Frederick Woodman,,0.0,,
2019-2020,Fred,Frederico Rodrigues de Paula Santos,100,50.0,,
2019-2020,Frederic Guilbert,Frédéric Guilbert,88,62.0,True,
2019-2020,Gabriel Jesus,Gabriel Fernando de Jesus,100,146.0,,
2019-2020,Martinelli,Gabriel Teodoro Martinelli Silva,90,39.0,,
2019-2020,Gary Cahill,Gary Cahill,100,70.0,,
2019-2020,,Gavin Kilkenny,,0.0,,
2019-2020,Gaëtan Bong,Gaëtan Bong,100,3.0,,
2019-2020,Gedson Fernandes,Gedson Carvalho Fernandes,100,7.0,,
2019-2020,George Baldock,George Baldock,100,142.0,,
2019-2020,George Hirst,George Hirst,100,2.0,,
2019-2020,Georges-Kévin N'Koudou,Georges-Kévin Nkoudou,98,1.0,,
2019-2020,Georginio Wijnaldum,Georginio Wijnaldum,100,107.0,,
2019-2020,Gerard Deulofeu,Gerard Deulofeu,100,88.0,,
2019-2020,Giovani Lo Celso,Giovani Lo Celso,100,54.0,,
2019-2020,,Giovanni McGregor,,0.0,,
2019-2020,Glenn Murray,Glenn Murray,100,36.0,,
2019-2020,,Gonçalo Bento Soares Cardoso,,0.0,,
2019-2020,,Grady Diangana,,0.0,,
2019-2020,Granit Xhaka,Granit Xhaka,100,73.0,,
2019-2020,Grant Hanley,Grant Hanley,100,23.0,,
2019-2020,Gylfi Sigurðsson,Gylfi Sigurdsson,94,95.0,,
2019-2020,Hamza Choudhury,Hamza Choudhury,100,35.0,,
2019-2020,Harry Kane,Harry Kane,100,158.0,,
2019-2020,,Harry Lewis,,0.0,,
2019-2020,Harry Maguire,Harry Maguire,100,123.0,,
2019-2020,Harry Wilson,Harry Wilson,100,91.0,,
2019-2020,Harry Winks,Harry Winks,100,52.0,,
2019-2020,Harvey Barnes,Harvey Barnes,100,133.0,,
2019-2020,Harvey Elliott,Harvey Elliott,100,2.0,,
2019-2020,,Harvey White,,0.0,,
2019-2020,Henri Lansbury,Henri Lansbury,100,12.0,,
2019-2020,Henrikh Mkhitaryan,Henrikh Mkhitaryan,100,4.0,,
2019-2020,Son Heung-min,Heung-Min Son,95,169.0,,
2019-2020,,Heurelho da Silva Gomes,,0.0,,
2019-2020,Hugo Lloris,Hugo Lloris,100,98.0,,
2019-2020,Héctor Bellerín,Héctor Bellerín,100,44.0,,
2019-2020,,Hélder Costa,,0.0,,
2019-2020,Ibrahim Amadou,Ibrahim Amadou,100,18.0,,
2019-2020,,Idrissa Gueye,,0.0,,
2019-2020,Ignacio Pussetto,Ignacio Pussetto,100,6.0,,
2019-2020,İlkay Gündoğan,Ilkay Gündogan,93,65.0,,
2019-2020,Indiana Vassilev,Indiana Vassilev,100,4.0,,
2019-2020,Isaac Hayden,Isaac Hayden,100,73.0,,
2019-2020,Isaac Success,Isaac Success Ajayi,95,4.0,,
2019-2020,Ismaila Sarr,Ismaïla Sarr,92,107.0,,
2019-2020,Issa Diop,Issa Diop,100,76.0,,
2019-2020,,Ivan Cavaleiro,,0.0,,
2019-2020,,Jack Colback,,0.0,,
2019-2020,Jack Cork,Jack Cork,100,70.0,,
2019-2020,Jack Grealish,Jack Grealish,100,149.0,,
2019-2020,Jack O'Connell,Jack O'Connell,100,111.0,,
2019-2020,Jack Robinson,Jack Robinson,100,14.0,,
2019-2020,Jack Rodwell,Jack Rodwell,100,1.0,,
2019-2020,Jack Simpson,Jack Simpson,100,4.0,,
2019-2020,Jack Stacey,Jack Stacey,100,39.0,,
2019-2020,Jack Stephens,Jack Stephens,100,85.0,,
2019-2020,Jack Wilshere,Jack Wilshere,100,8.0,,
2019-2020,,Jack Young,,0.0,,
2019-2020,,Jacob Maddox,,0.0,,
2019-2020,,Jacob Murphy,,0.0,,
2019-2020,Jaïro Riedewald,Jairo Riedewald,93,22.0,,
2019-2020,,Jake Eastwood,,0.0,,
2019-2020,Jake Vokins,Jake Vokins,100,2.0,,
2019-2020,Jamaal Lascelles,Jamaal Lascelles,100,73.0,,
2019-2020,Jamal Lewis,Jamal Lewis,100,48.0,,
2019-2020,,James Chester,,0.0,,
2019-2020,,James Daly,,0.0,,
2019-2020,James Garner,James Garner,100,1.0,,
2019-2020,James Justin,James Justin,100,35.0,,
2019-2020,James Maddison,James Maddison,100,125.0,,
2019-2020,James McArthur,James McArthur,100,92.0,,
2019-2020,James McCarthy,James McCarthy,100,41.0,,
2019-2020,James Milner,James Milner,100,49.0,,
2019-2020,James Tarkowski,James Tarkowski,100,143.0,,
2019-2020,James Tomkins,James Tomkins,100,48.0,,
2019-2020,James Ward-Prowse,James Ward-Prowse,100,117.0,,
2019-2020,Jamie Vardy,Jamie Vardy,100,210.0,,
2019-2020,Jan Bednarek,Jan Bednarek,100,84.0,,
2019-2020,Jan Vertonghen,Jan Vertonghen,100,62.0,,
2019-2020,Jannik Vestergaard,Jannik Vestergaard,100,51.0,,
2019-2020,Japhet Tanganga,Japhet Tanganga,100,17.0,,
2019-2020,Jarrad Branthwaite,Jarrad Branthwaite,100,11.0,,
2019-2020,Jarrod Bowen,Jarrod Bowen,100,44.0,,
2019-2020,Javier Hernández,Javier Hernández Balcázar,90,9.0,,
2019-2020,Javier Manquillo,Javier Manquillo,100,65.0,,
2019-2020,Jay Rodriguez,Jay Rodriguez,100,100.0,,
2019-2020,Jean-Philippe Gbamin,Jean-Philippe Gbamin,100,4.0,,
2019-2020,Jed Steer,Jed Steer,100,1.0,,
2019-2020,Jeff Hendrick,Jeff Hendrick,100,67.0,,
2019-2020,Jefferson Lerma,Jefferson Lerma,100,65.0,,
2019-2020,Jeffrey Schlupp,Jeffrey Schlupp,100,51.0,,
2019-2020,Jeremy Ngakia,Jeremy Ngakia,100,8.0,,
2019-2020,Jesse Lingard,Jesse Lingard,100,32.0,,
2019-2020,Jesús Vallejo,Jesús Vallejo Lázaro,90,1.0,,
2019-2020,Jetro Willems,Jetro Willems,100,64.0,,
2019-2020,,Jimmy Dunne,,0.0,,
2019-2020,,Joe Hart,,0.0,,
2019-2020,Joël Matip,Joel Matip,90,39.0,,
2019-2020,,Joel Mumbongo,,0.0,,
2019-2020,Joel Ward,Joel Ward,100,77.0,,
2019-2020,Joelinton,Joelinton Cássio Apolinário de Lira,90,78.0,,
2019-2020,Jóhann Berg Guðmundsson,Johann Berg Gudmundsson,91,30.0,,
2019-2020,John Egan,John Egan,100,133.0,,
2019-2020,John Fleck,John Fleck,100,101.0,,
2019-2020,John Lundstram,John Lundstram,100,144.0,,
2019-2020,John McGinn,John McGinn,100,84.0,,
2019-2020,,John Ruddy,,0.0,,
2019-2020,John Stones,John Stones,100,34.0,,
2019-2020,,John-Kymani Gordon,,0.0,,
2019-2020,,Jonas Lössl,,0.0,,
2019-2020,Jonny Castro,Jonathan Castro Otto,100,123.0,,
2019-2020,Jonathan Kodjia,Jonathan Kodjia,100,5.0,,
2019-2020,Jonjo Shelvey,Jonjo Shelvey,100,105.0,,
2019-2020,Jonny Evans,Jonny Evans,100,128.0,,
2019-2020,Jordan Ayew,Jordan Ayew,100,132.0,,
2019-2020,Jordan Henderson,Jordan Henderson,100,116.0,,
2019-2020,Jordan Pickford,Jordan Pickford,100,117.0,,
2019-2020,Jordan Thomas,Jordan Thomas,100,1.0,,
2019-2020,Jordon Ibe,Jordon Ibe,100,2.0,,
2019-2020,Jorginho,Jorge Luiz Frello Filho,100,92.0,,
2019-2020,,Jose Luis Mato Sanmartín,,0.0,,
2019-2020,,Joseph Anang,,0.0,,
2019-2020,Joe Gomez,Joseph Gomez,86,93.0,True,
2019-2020,Joe Willock,Joseph Willock,88,41.0,True,
2019-2020,,Josh Benson,,0.0,,
2019-2020,Josh Brownhill,Josh Brownhill,100,21.0,,
2019-2020,Josh Martin,Josh Martin,100,5.0,,
2019-2020,Joshua King,Joshua King,100,99.0,,
2019-2020,Josip Drmić,Josip Drmic,91,26.0,,
2019-2020,Diogo Dalot,José Diogo Dalot Teixeira,90,4.0,,
2019-2020,José Holebas,José Holebas,100,21.0,,
2019-2020,Jota,José Ignacio Peleteiro Romallo,100,17.0,,
2019-2020,,José Izquierdo,,0.0,,
2019-2020,Pepe Reina,José Reina,100,41.0,,
2019-2020,Angeliño,José Ángel Esmorís Tasende,100,11.0,,
2019-2020,João Cancelo,João Cancelo,100,45.0,,
2019-2020,João Moutinho,João Filipe Iria Santos Moutinho,86,113.0,True,
2019-2020,,João Manuel Neves Virgínia,,0.0,,
2019-2020,João Pedro,João Pedro Junqueira de Jesus,100,3.0,,
2019-2020,Juan Foyth,Juan Foyth,100,3.0,,
2019-2020,Juan Mata,Juan Mata,100,38.0,,
2019-2020,Junior Stanislas,Junior Stanislas,100,42.0,,
2019-2020,Jürgen Locadia,Jürgen Locadia,100,3.0,,
2019-2020,,Kaine Hayden,,0.0,,
2019-2020,,Karl Darlow,,0.0,,
2019-2020,Kasper Schmeichel,Kasper Schmeichel,100,156.0,,
2019-2020,,Kayne Ramsay,,0.0,,
2019-2020,Keinan Davis,Keinan Davis,100,25.0,,
2019-2020,Kelechi Iheanacho,Kelechi Iheanacho,100,64.0,,
2019-2020,Kelland Watts,Kelland Watts,100,1.0,,
2019-2020,,Ken Sema,,0.0,,
2019-2020,Kenny McLean,Kenny McLean,100,77.0,,
2019-2020,Kepa Arrizabalaga,Kepa Arrizabalaga,100,90.0,,
2019-2020,Kevin Danso,Kevin Danso,100,9.0,,
2019-2020,Kevin De Bruyne,Kevin De Bruyne,100,251.0,,
2019-2020,Kevin Long,Kevin Long,100,21.0,,
2019-2020,,Ki-Jana Hoever,,0.0,,
2019-2020,Kieran Tierney,Kieran Tierney,100,42.0,,
2019-2020,,Kieran Trippier,,0.0,,
2019-2020,Kieron Freeman,Kieron Freeman,100,2.0,,
2019-2020,,Konstantinos Mavropanos,,0.0,,
2019-2020,Kortney Hause,Kortney Hause,100,34.0,,
2019-2020,Kurt Zouma,Kurt Zouma,100,62.0,,
2019-2020,Kyle Walker,Kyle Walker,100,114.0,,
2019-2020,Kyle Walker-Peters,Kyle Walker-Peters,100,32.0,,
2019-2020,,Laurent Koscielny,,0.0,,
2019-2020,Leander Dendoncker,Leander Dendoncker,100,100.0,,
2019-2020,Leandro Trossard,Leandro Trossard,100,104.0,,
2019-2020,,Lee Grant,,0.0,,
2019-2020,Leighton Baines,Leighton Baines,100,14.0,,
2019-2020,,Leon Balogun,,0.0,,
2019-2020,Leon Clarke,Leon Clarke,100,2.0,,
2019-2020,,Leonardo Campana,,0.0,,
2019-2020,Leroy Sané,Leroy Sané,100,1.0,,
2019-2020,,Lewis Bate,,0.0,,
2019-2020,Lewis Cook,Lewis Cook,100,40.0,,
2019-2020,Lewis Dunk,Lewis Dunk,100,128.0,,
2019-2020,,Lewis Gibson,,0.0,,
2019-2020,,Liam Gibson,,0.0,,
2019-2020,Lloyd Kelly,Lloyd Kelly,100,11.0,,
2019-2020,,Lovre Kalinic,,0.0,,
2019-2020,Lucas Digne,Lucas Digne,100,120.0,,
2019-2020,Lucas Moura,Lucas Rodrigues Moura da Silva,100,100.0,,
2019-2020,Lucas Torreira,Lucas Torreira,100,46.0,,
2019-2020,Luka Milivojević,Luka Milivojevic,94,81.0,,
2019-2020,,Lukas Jensen,,0.0,,
2019-2020,Lukas Rupp,Lukas Rupp,100,19.0,,
2019-2020,Łukasz Fabiański,Lukasz Fabianski,88,83.0,True,
2019-2020,,Luke Amos,,0.0,,
2019-2020,,Luke Cundle,,0.0,,
2019-2020,,Luke Dreher,,0.0,,
2019-2020,Luke Freeman,Luke Freeman,100,13.0,,
2019-2020,Luke Shaw,Luke Shaw,100,67.0,,
2019-2020,Luke Thomas,Luke Thomas,100,15.0,,
2019-2020,Lys Mousset,Lys Mousset,100,84.0,,
2019-2020,,Maarten Stekelenburg,,0.0,,
2019-2020,,Mace Goodridge,,0.0,,
2019-2020,Trézéguet,Mahmoud Ahmed Ibrahim Hassan,100,98.0,,
2019-2020,Mamadou Sakho,Mamadou Sakho,100,11.0,,
2019-2020,Manuel Lanzini,Manuel Lanzini,100,50.0,,
2019-2020,Marc Albrighton,Marc Albrighton,100,38.0,,
2019-2020,,Marc Navarro,,0.0,,
2019-2020,Marco Stiepermann,Marco Stiepermann,100,32.0,,
2019-2020,Marcos Alonso,Marcos Alonso,100,100.0,,
2019-2020,Marcos Rojo,Marcos Rojo,100,3.0,,
